CODER,SOURCE1,SOURCE2,VERIFIED,NAME,ORG,CORE_ORG,CHILD_ORG/PROJECT,YEAR,POSITION,POSITION_SIMPLE,FIRST_NAME,LAST_NAME,MIDDLE_NAME,HONORIFICS,PREFIX,SUFFIX,EIN,MULTIPLE,UUID,CRP_CODE,CAT1,CAT2,fossil_fuel
STINA,GUIDESTAR,https://www.hudson.org/experts/432-kenneth-r-weinstein,YES,KENNETH R WEINSTEIN,HUDSON INSTITUTE,TRUE,,2018,PRESIDENT AND CEO,"BOARD, MANAGEMENT",KENNETH,WEINSTEIN,R,,,,131945157,TRUE,42195e9e-5f4c-4c42-8b67-2c746c001062,J9000,OTHER SINGLE-ISSUE OR IDEOLOGICAL GROUPS,IDEOLOGICAL/SINGLE-ISSUE,FALSE
STINA,ZOOM PEOPLE INFORMATION,https://www.hudson.org/experts/432-kenneth-r-weinstein,YES,DR KENNETH R WEINSTEIN,RADIO FREE ASIA,FALSE,,2018,CHAIRMAN,BOARD,KENNETH,WEINSTEIN,R,,DR,,521968145,TRUE,42195e9e-5f4c-4c42-8b67-2c746c001062,C1000,PRINTING AND PUBLISHING (PRINTED & ONLINE),COMMUNICATIONS/ELECTRONICS,FALSE
STINA,ZOOM PEOPLE INFORMATION,https://www.hudson.org/experts/432-kenneth-r-weinstein,YES,DR KENNETH R WEINSTEIN,UNITED STATES AGENCY FOR GLOBAL MEDIA,FALSE,,2018,MEMBER BROADCASTING BOARD OF GOVERNORS,OTHER,KENNETH,WEINSTEIN,R,,DR,,,TRUE,42195e9e-5f4c-4c42-8b67-2c746c001062,X3000,CIVIL SERVANT/PUBLIC EMPLOYEE,OTHER,FALSE
STINA,ZOOM PEOPLE INFORMATION,https://www.kesher.org/campaign/2016-kesher-annual-dinner.html,YES,DR KENNETH R WEINSTEIN,KESHER ISRAEL CONGREGATION,FALSE,,2018,MEMBER,OTHER,KENNETH,WEINSTEIN,R,,DR,,236397748,TRUE,42195e9e-5f4c-4c42-8b67-2c746c001062,X7000,"CHURCHES, CLERGY & RELIGIOUS ORGANIZATIONS",CLERGY & RELIGIOUS ORGANIZATIONS,FALSE
STINA,GUIDESTAR,https://www.hudson.org/about/leadership,YES,JOHN P WALTERS,HUDSON INSTITUTE,TRUE,,2018,CHIEF OPERATING OFFICER,MANAGEMENT,JOHN,WALTERS,P,,,,131945157,TRUE,707f5d75-55b1-4826-a349-c39574ee2041,J9000,OTHER SINGLE-ISSUE OR IDEOLOGICAL GROUPS,IDEOLOGICAL/SINGLE-ISSUE,FALSE
STINA,https://www.hudson.org/experts/559-john-p-walters,,YES,JOHN P WALTERS,INDEPENDENT REVIEW COMMITTEE,FALSE,,2018,MEMBER,OTHER,JOHN,WALTERS,P,,,,,TRUE,707f5d75-55b1-4826-a349-c39574ee2041,G5280,MARKETING RESEARCH,MISC BUSINESS,FALSE
STINA,GUIDESTAR,https://www.hudson.org/about/leadership,YES,LEWIS LIBBY,HUDSON INSTITUTE,TRUE,,2018,SENIOR VICE PRESIDENT,MANAGEMENT,LEWIS,LIBBY,,,,,131945157,FALSE,6a329e26-0343-4520-ae27-7d743fb30fda,J9000,OTHER SINGLE-ISSUE OR IDEOLOGICAL GROUPS,IDEOLOGICAL/SINGLE-ISSUE,FALSE
STINA,GUIDESTAR,https://www.hudson.org/about/leadership,YES,DANIEL MCKIVERGAN,HUDSON INSTITUTE,TRUE,,2018,"VICE PRESIDENT, GOVERNMENT RELATIONS",MANAGEMENT,DANIEL,MCKIVERGAN,,,,,131945157,FALSE,ca48624a-92de-49b1-92ba-bcc1a44cf2bc,J9000,OTHER SINGLE-ISSUE OR IDEOLOGICAL GROUPS,IDEOLOGICAL/SINGLE-ISSUE,FALSE
STINA,GUIDESTAR,LINKEDIN,YES,R BRIAN BLAKE,HUDSON INSTITUTE,TRUE,,2018,"SENIOR FELLOW AND VP, DEVELOPMENT","MANAGEMENT, OTHER",R,BLAKE,BRIAN,,,,131945157,FALSE,0986ceb7-dc5f-423a-b587-e12e6af1659d,J9000,OTHER SINGLE-ISSUE OR IDEOLOGICAL GROUPS,IDEOLOGICAL/SINGLE-ISSUE,FALSE
STINA,GUIDESTAR,https://www.hudson.org/about/leadership,YES,JOEL SCANLON,HUDSON INSTITUTE,TRUE,,2018,DIR. OF STUDIES,MANAGEMENT,JOEL,SCANLON,,,,,131945157,FALSE,8a4db266-b974-422c-a610-14bf24768427,J9000,OTHER SINGLE-ISSUE OR IDEOLOGICAL GROUPS,IDEOLOGICAL/SINGLE-ISSUE,FALSE
STINA,GUIDESTAR,https://www.hudson.org/about/leadership,YES,STEVE CORDER,HUDSON INSTITUTE,TRUE,,2018,DIR. OF FINANCE AND TREASURER,MANAGEMENT,STEVE,CORDER,,,,,131945157,FALSE,e1588352-1ed6-4ad8-aa4b-c91933d04ce1,J9000,OTHER SINGLE-ISSUE OR IDEOLOGICAL GROUPS,IDEOLOGICAL/SINGLE-ISSUE,FALSE
STINA,GUIDESTAR,https://www.hudson.org/about/leadership,YES,MATTHEW HUNTER,HUDSON INSTITUTE,TRUE,,2018,DIR.STRATEGIC PARTNERSHIPS&SECRETARY,MANAGEMENT,MATTHEW,HUNTER,,,,,131945157,FALSE,a580a875-fcc6-488d-b3b5-3d9592132dd9,J9000,OTHER SINGLE-ISSUE OR IDEOLOGICAL GROUPS,IDEOLOGICAL/SINGLE-ISSUE,FALSE
STINA,GUIDESTAR,https://www.hudson.org/about/leadership,YES,SARAH MAY STERN,HUDSON INSTITUTE,TRUE,,2018,CHAIRMAN,BOARD,SARAH,STERN,MAY,,,,131945157,FALSE,eb247d44-bfac-4b48-b5c0-dbae576ea6b3,J9000,OTHER SINGLE-ISSUE OR IDEOLOGICAL GROUPS,IDEOLOGICAL/SINGLE-ISSUE,FALSE
STINA,GUIDESTAR,https://www.hudson.org/about/leadership,YES,WALTER P STERN,HUDSON INSTITUTE,TRUE,,2018,CHAIRMAN EMERITUS,BOARD,WALTER,STERN,P,,,,131945157,TRUE,69a37b25-19dd-4111-a399-422f98a9ef86,J9000,OTHER SINGLE-ISSUE OR IDEOLOGICAL GROUPS,IDEOLOGICAL/SINGLE-ISSUE,FALSE
STINA,https://www.hudson.org/experts/642-walter-p-stern,,YES,WALTER P STERN,CAPITAL GROUP COMPANIES,FALSE,NEW PERSPECTIVE FUND,2018,CHAIRMAN EMERITUS,BOARD,WALTER,STERN,P,,,,465396146,TRUE,69a37b25-19dd-4111-a399-422f98a9ef86,H2000,HEALTH CARE INSTITUTIONS,HEALTH,FALSE
STINA,https://www.hudson.org/experts/642-walter-p-stern,,YES,WALTER P STERN,CAPITAL GROUP COMPANIES,FALSE,,2018,CHAIRMAN EMERITUS,BOARD,WALTER,STERN,P,,,,522201502,TRUE,69a37b25-19dd-4111-a399-422f98a9ef86,H2000,HEALTH CARE INSTITUTIONS,HEALTH,FALSE
STINA,https://www.hudson.org/experts/642-walter-p-stern,,YES,WALTER P STERN,CAPITAL INTERNATIONAL INC.,FALSE,,2018,VICE CHAIRMAN AND DIRECTOR,BOARD,WALTER,STERN,P,,,,591998184,TRUE,69a37b25-19dd-4111-a399-422f98a9ef86,F5000,FINANCIAL SERVICES & CONSULTING,"FINANCE, INSURANCE & REAL ESTATE",FALSE
STINA,GUIDESTAR,https://www.hudson.org/experts/225-marie-josee-kravis,YES,MARIE-JOSE KRAVIS,HUDSON INSTITUTE,TRUE,,2018,VICE CHAIR,BOARD,MARIE-JOSE,KRAVIS,,,,,131945157,FALSE,6bf48efa-25f8-4031-a533-9387d40148c9,J9000,OTHER SINGLE-ISSUE OR IDEOLOGICAL GROUPS,IDEOLOGICAL/SINGLE-ISSUE,FALSE
STINA,GUIDESTAR,https://www.hudson.org/about/leadership,YES,THOMAS C BARRY,HUDSON INSTITUTE,TRUE,,2018,TRUSTEE,BOARD,THOMAS,BARRY,C,,,,131945157,TRUE,18dc47d3-7a58-4bf4-82ae-67cbbab75a87,J9000,OTHER SINGLE-ISSUE OR IDEOLOGICAL GROUPS,IDEOLOGICAL/SINGLE-ISSUE,FALSE
STINA,https://www.hudson.org/experts/737-thomas-c-barry,,YES,THOMAS C BARRY,ZEPHYR MANAGEMENT LP,FALSE,,2018,FOUNDER AND CEO,"BOARD, MANAGEMENT",THOMAS,BARRY,C,,,,133799208,TRUE,18dc47d3-7a58-4bf4-82ae-67cbbab75a87,F2600,PRIVATE EQUITY & INVESTMENT FIRMS,"FINANCE, INSURANCE, AND REAL ESTATE",FALSE
STINA,GUIDESTAR,LINKEDIN,YES,JEFFREY L BERENSON,HUDSON INSTITUTE,TRUE,,2018,TRUSTEE,BOARD,JEFFREY,BERENSON,L,,,,131945157,TRUE,bec68afa-5713-44bb-81fa-46bc5a43ddd0,J9000,OTHER SINGLE-ISSUE OR IDEOLOGICAL GROUPS,IDEOLOGICAL/SINGLE-ISSUE,FALSE
STINA,LINKEDIN,,YES,JEFFREY BERENSON,NOBLE ENERGY,FALSE,,2018,DIRECTOR,BOARD,JEFFREY,BERENSON,,,,,730785597,TRUE,bec68afa-5713-44bb-81fa-46bc5a43ddd0,X4200,"MUSEUMS, ART GALLERIES, LIBRARIES, ETC. ",OTHER,FALSE
STINA,LINKEDIN,,YES,JEFFREY BERENSON,BERENSON & COMPANY,FALSE,,2018,CHIEF EXECUTIVE OFFICER,MANAGEMENT,JEFFREY,BERENSON,,,,,161327921,TRUE,bec68afa-5713-44bb-81fa-46bc5a43ddd0,F2600,PRIVATE EQUITY & INVESTMENT FIRMS,"FINANCE, INSURANCE, AND REAL ESTATE",FALSE
STINA,GUIDESTAR,https://www.hudson.org/experts/568-linden-s-blue,YES,LINDEN S BLUE,HUDSON INSTITUTE,TRUE,,2018,TRUSTEE,BOARD,LINDEN,BLUE,S,,,,131945157,TRUE,2f4223e4-92be-41c7-85e4-c141c36f29fa,J9000,OTHER SINGLE-ISSUE OR IDEOLOGICAL GROUPS,IDEOLOGICAL/SINGLE-ISSUE,FALSE
STINA,https://www.hudson.org/experts/568-linden-s-blue,,YES,LINDEN S BLUE,GENERAL ATOMICS,FALSE,,2018,VICE CHAIRMAN,BOARD,LINDEN,BLUE,S,,,,953735102,TRUE,2f4223e4-92be-41c7-85e4-c141c36f29fa,D4000,DEFENSE RESEARCH & DEVELOPMENT,DEFENSE,FALSE
STINA,https://www.hudson.org/experts/568-linden-s-blue,,YES,LINDEN S BLUE,EXECUTIVE COMMITTEE OF CORDILLERA CORPORATION OF DENVER,FALSE,,2018,CO-FOUNDER AND CHAIRMAN,"BOARD, MANAGEMENT",LINDEN,BLUE,S,,,,841184865,TRUE,2f4223e4-92be-41c7-85e4-c141c36f29fa,F4000,REAL ESTATE ,"FINANCE, INSURANCE, AND REAL ESTATE",FALSE
STINA,GUIDESTAR,https://www.hudson.org/experts/1254-rajeev-chandrasekhar,YES,RAJEEV CHANDRASEKHAR,HUDSON INSTITUTE,TRUE,,2018,TRUSTEE,BOARD,RAJEEV,CHANDRASEKHAR,,,,,131945157,TRUE,cdeb7d27-1ac8-47fd-aa9b-a4f8d9f03b54,J9000,OTHER SINGLE-ISSUE OR IDEOLOGICAL GROUPS,IDEOLOGICAL/SINGLE-ISSUE,FALSE
STINA,https://www.hudson.org/experts/1254-rajeev-chandrasekhar,,YES,RAJEEV CHANDRASEKHAR,INDIAN PARLIAMENT,FALSE,,2018,MEMBER OF PARLIAMENT,OTHER,RAJEEV,CHANDRASEKHAR,,,,,,TRUE,cdeb7d27-1ac8-47fd-aa9b-a4f8d9f03b54,X9000,FOREIGN GOVERNMENT,OTHER,FALSE
STINA,GUIDESTAR,LINKEDIN,YES,JOHN V FARACI,AMERICAN ENTERPRISE INSTITUTE FOR PUBLIC POLICY RESEARCH,TRUE,,2018,BD OF TRUSTEES,BOARD,JOHN,FARACI,V,,,,530218495,TRUE,ec1ff50c-ea4f-488b-b694-ca26c95fd8c2,J9000,OTHER SINGLE-ISSUE OR IDEOLOGICAL GROUPS,IDEOLOGICAL/SINGLE-ISSUE,FALSE
STINA,ORBIS,SEC FILINGS,YES,JOHN V FARACI,RAYTHEON TECHNOLOGIES CORPORATION,FALSE,,2018,INDEPENDENT DIRECTOR,BOARD,JOHN,FARACI,V,,MR,,06-0570975,TRUE,ec1ff50c-ea4f-488b-b694-ca26c95fd8c2,D0000,DEFENSE  ,DEFENSE,FALSE
STINA,ORBIS,https://www.ussteel.com/documents/40705/81751/Faraci+v2.pdf/4792ed09-e7f8-9992-f530-eaeab021631f?t=1605841008206,YES,JOHN V FARACI,UNITED STATES STEEL CORPORATION,FALSE,,2019,INDEPENDENT DIRECTOR,BOARD,JOHN,FARACI,V,,MR,,251897152,TRUE,ec1ff50c-ea4f-488b-b694-ca26c95fd8c2,M2100,STEEL,MISC BUSINESS,FALSE
STINA,ORBIS,https://www.conocophillips.com/investor-relations/corporate-governance/board-of-directors/board-members/bio/john-v-faraci/,YES,JOHN V FARACI,CONOCOPHILLIPS,FALSE,,2018,BOARD MEMBER,BOARD,JOHN,FARACI,V,,MR,,730400345,TRUE,ec1ff50c-ea4f-488b-b694-ca26c95fd8c2,E1110,MAJOR (MULTINATIONAL) OIL & GAS PRODUCERS,ENERGY & NATURAL RESOURCES,TRUE
STINA,ORBIS,https://corporate.ppg.com/Our-Company/Governance/Board-of-Directors.aspx,YES,JOHN V FARACI,PPG INDUSTRIES INC,FALSE,,2018,INDEPENDENT DIRECTOR,BOARD,JOHN,FARACI,V,,MR,,250730780,TRUE,ec1ff50c-ea4f-488b-b694-ca26c95fd8c2,M1600,"PAINTS, SOLVENTS & COATINGS",MISC BUSINESS,FALSE
STINA,GUIDESTAR,https://www.aei.org/about/board-of-trustees/,YES,CHRISTOPHER GALVIN,AMERICAN ENTERPRISE INSTITUTE FOR PUBLIC POLICY RESEARCH,TRUE,,2018,BOARD OF TRUSTEES,BOARD,CHRISTOPHER,GALVIN,,,,,530218495,TRUE,fd6a5265-526f-40d9-baad-a97ea7f976a0,J9000,OTHER SINGLE-ISSUE OR IDEOLOGICAL GROUPS,IDEOLOGICAL/SINGLE-ISSUE,FALSE
STINA,ORBIS,https://corporate.colliers.com/en/company-overview/board-of-directors/christopher-galvin,YES,CHRISTOPHER B GALVIN,COLLIERS INTERNATIONAL GROUP INC ,FALSE,,2018,DIRECTOR,BOARD,CHRISTOPHER,GALVIN,B,,MR,,931114929,TRUE,fd6a5265-526f-40d9-baad-a97ea7f976a0,F4700,OTHER REAL ESTATE SERVICES,"FINANCE, INSURANCE, AND REAL ESTATE",FALSE
STINA,ORBIS,https://www.kellogg.northwestern.edu/news_articles/2016/09232016-galvin-family-foundation-gift.aspx,YES,CHRIS GALVIN,NORTHWESTERN UNIVERSITY,FALSE,,2018,BOARD OF TRUSTEES,BOARD,CHRISTOPHER,GALVIN,B,,MR,,362167817,TRUE,fd6a5265-526f-40d9-baad-a97ea7f976a0,H5100,SCHOOLS & COLLEGES,OTHER,FALSE
STINA,ORBIS,https://www.state.gov/advisory-committee-on-international-economic-policy/advisory-committee-on-international-economic-policy-membership/,YES,CHRISTOPHER GALVIN,UNITED STATES DEPARTMENT OF STATE,FALSE,,2018,ADVISORY COMMITTEE ON INTERNATIONAL ECONOMIC POLICY MEMBER,OTHER,CHRISTOPHER,GALVIN,B,,MR,,,TRUE,fd6a5265-526f-40d9-baad-a97ea7f976a0,X3000,CIVIL SERVANT/PUBLIC EMPLOYEE,OTHER,FALSE
STINA,ORBIS,https://cpl.hks.harvard.edu/people/chris-galvin,YES,CHRISTOPHER GALVIN,HARVARD UNIVERSITY,FALSE,,2018,LEADERSHIP COUNCIL MEMBER,OTHER,CHRISTOPHER,GALVIN,B,,MR,,04-2103580,TRUE,fd6a5265-526f-40d9-baad-a97ea7f976a0,H5100,SCHOOLS & COLLEGES,OTHER,FALSE
STINA,https://www.thechicagocouncil.org/about-us/board-directors,https://cpl.hks.harvard.edu/people/chris-galvin,YES,CHRISTOPHER GALVIN,THE CHICAGO COUNCIL ON GLOBAL AFFAIRS,FALSE,,2018,MEMBER BOARD OF DIRECTORS,BOARD,CHRISTOPHER,GALVIN,B,,,,362181969,TRUE,fd6a5265-526f-40d9-baad-a97ea7f976a0,J9000,OTHER SINGLE-ISSUE OR IDEOLOGICAL GROUPS,IDEOLOGICAL/SINGLE-ISSUE,FALSE
STINA,LINKEDIN,,YES,CHRIS GALVIN,HARRISON STREET REAL ESTATE CAPITAL LLC,FALSE,,2018,FOUNDER AND CEO,"BOARD, MANAGEMENT",CHRIS,GALVIN,,,,,203677351,TRUE,fd6a5265-526f-40d9-baad-a97ea7f976a0,F2600,PRIVATE EQUITY & INVESTMENT FIRMS,"FINANCE, INSURANCE, AND REAL ESTATE",FALSE
STINA,LINKEDIN,,YES,CHRIS GALVIN,BLYTHEBOURNE CAPITAL LLC,FALSE,,2018,CHAIRMAN AND CEO,"BOARD, MANAGEMENT",CHRIS,GALVIN,,,,,,TRUE,fd6a5265-526f-40d9-baad-a97ea7f976a0,F2600,PRIVATE EQUITY & INVESTMENT FIRMS,"FINANCE, INSURANCE, AND REAL ESTATE",FALSE
STINA,LINKEDIN,,YES,CHRIS GALVIN,GORE CREEK ASSET MANAGEMENT LLC,FALSE,,2018,CO-FOUNDER AND CHAIRMAN,"BOARD, MANAGEMENT",CHRIS,GALVIN,,,,,202621897,TRUE,fd6a5265-526f-40d9-baad-a97ea7f976a0,F2600,PRIVATE EQUITY & INVESTMENT FIRMS,"FINANCE, INSURANCE, AND REAL ESTATE",FALSE
STINA,GUIDESTAR,https://talkingpointsmemo.com/edblog/a-different-world-3,YES,BETSY ALBAUGH,FREEDOMWORKS,TRUE,,2018,VICE CHAIR,BOARD,BETSY,ALBAUGH,,,,,521349353,TRUE,c271c7b5-a6d6-4e2e-8cd8-402b9a781d64,J9000,OTHER SINGLE-ISSUE OR IDEOLOGICAL GROUPS,IDEOLOGICAL/SINGLE-ISSUE,FALSE
STINA,https://www.betsyfisher.com/stylists,https://talkingpointsmemo.com/edblog/a-different-world-3,YES,BETSY FISHER ALBAUGH,BETSY FISHER INC,FALSE,,2018,FOUNDER,"BOARD, MANAGEMENT",BETSY,FISHER,,,,,,TRUE,c271c7b5-a6d6-4e2e-8cd8-402b9a781d64,G4100,APPAREL & ACCESSORY STORES,MISC BUSINESS,FALSE
STINA,GUIDESTAR,https://www.freedomworks.org/about/board-of-directors,YES,THOMAS KNUDSEN,FREEDOMWORKS,TRUE,,2018,BOARD MEMBER,BOARD,THOMAS,KNUDSEN,,,,,521349353,TRUE,7f3ff696-fac1-493c-9aea-0af1c506a482,J9000,OTHER SINGLE-ISSUE OR IDEOLOGICAL GROUPS,IDEOLOGICAL/SINGLE-ISSUE,FALSE
STINA,https://www.freedomworks.org/about/board-of-directors,,YES,THOMAS KNUDSEN,THOMAS PUBLISHING COMPANY,FALSE,,2018,BOARD MEMBER,BOARD,THOMAS,KNUDSEN,,,,,131378390,TRUE,7f3ff696-fac1-493c-9aea-0af1c506a482,C1520,COMPUTER SOFTWARE,COMMUNICATIONS/ELECTRONICS,FALSE
STINA,GUIDESTAR,NEXIS UNI ZOOM PEOPLE INFORMATION,YES,FRANK M SANDS SR,FREEDOMWORKS,TRUE,,2018,BOARD MEMBER,BOARD,FRANK,SANDS,M,,,SR,521349353,TRUE,99c014d2-afb5-4a34-81e0-c1730feb0652,J9000,OTHER SINGLE-ISSUE OR IDEOLOGICAL GROUPS,IDEOLOGICAL/SINGLE-ISSUE,FALSE
STINA,ZOOM PEOPLE INFORMATION,https://www.sandscapital.com/celebrating-founder-frank-sands-sr/,YES,FRANK M SANDS SR,SANDS CAPITAL MANAGEMENT,FALSE,,2018,CHIEF EXECUTIVE AND INVESTMENT OFFICER,MANAGEMENT,FRANK,SANDS,M,,,SR,202830751,TRUE,99c014d2-afb5-4a34-81e0-c1730feb0652,F2600,PRIVATE EQUITY & INVESTMENT FIRMS,"FINANCE, INSURANCE, AND REAL ESTATE",FALSE
STINA,GUIDESTAR,https://www.freedomworks.org/about/board-of-directors,YES,RICHARD J STEPHENSON,FREEDOMWORKS,TRUE,,2018,BOARD MEMBER,BOARD,RICHARD,STEPHENSON,J,,,,521349353,TRUE,e840ba71-6f95-493d-8eb5-192364b61313,J9000,OTHER SINGLE-ISSUE OR IDEOLOGICAL GROUPS,IDEOLOGICAL/SINGLE-ISSUE,FALSE
STINA,ZOOM PEOPLE INFORMATION,https://www.gatewaycr.org/about/board-of-directors/richard-j-stephenson,YES,RICHARD J STEPHENSON,GATEWAY FOR CANCER RESEARCH,FALSE,,2018,FOUNDER AND CHAIRMAN,"BOARD, MANAGEMENT",RICHARD,STEPHENSON,J,,,,731386920,TRUE,e840ba71-6f95-493d-8eb5-192364b61313,X4000,NON-PROFITS,OTHER,FALSE
STINA,ZOOM PEOPLE INFORMATION,https://www.cancercenter.com/leadership/richard-stephenson,YES,RICHARD J STEPHENSON,CANCER TREATMENT CENTERS OF AMERICA INC,FALSE,,2018,FOUNDER AND CHAIRMAN,"BOARD, MANAGEMENT",RICHARD,STEPHENSON,J,,,,465659341,TRUE,e840ba71-6f95-493d-8eb5-192364b61313,H2000,HEALTH CARE INSTITUTIONS,HEALTH,FALSE
STINA,LINKEDIN,,YES,RICHARD J STEPHENSON,SHERIDAN CAPITAL PARTNERS,FALSE,,2018,FOUNDER AND CHAIRMAN,"BOARD, MANAGEMENT",RICHARD,STEPHENSON,J,,,,844799991,TRUE,e840ba71-6f95-493d-8eb5-192364b61313,F2600,PRIVATE EQUITY & INVESTMENT FIRMS,"FINANCE, INSURANCE, AND REAL ESTATE",FALSE
STINA,LINKEDIN,,YES,RICHARD J STEPHENSON,INTERNATIONAL CAPITAL & MANAGEMENT COMPANY,FALSE,,2018,FOUNDER AND CHAIRMAN,"BOARD, MANAGEMENT",RICHARD,STEPHENSON,J,,,,,TRUE,e840ba71-6f95-493d-8eb5-192364b61313,F5000,FINANCIAL SERVICES & CONSULTING ,"FINANCE, INSURANCE, AND REAL ESTATE",FALSE
STINA,GUIDESTAR,https://www.cato.org/people/peter-goettler,YES,PETER GOETTLER,CATO INSTITUTE,TRUE,,2018,President and CEO,"BOARD, MANAGEMENT",PETER,GOETTLER,,,,,237432162,TRUE,57540c7c-70cb-455b-8c92-b4dd7f249e65,J9000,OTHER SINGLE-ISSUE OR IDEOLOGICAL GROUPS,IDEOLOGICAL/SINGLE-ISSUE,FALSE
STINA,https://www.cato.org/people/peter-goettler,,YES,PETER GOETTLER,MONT PELERIN SOCIETY,FALSE,,2018,MEMBER,OTHER,PETER,GOETTLER,,,,,566063090,TRUE,57540c7c-70cb-455b-8c92-b4dd7f249e65,J9000,OTHER SINGLE-ISSUE OR IDEOLOGICAL GROUPS,IDEOLOGICAL/SINGLE-ISSUE,FALSE
STINA,https://www.cato.org/people/peter-goettler,,YES,PETER GOETTLER,NATIONAL MULTIPLE SCLEROSIS SOCIETY,FALSE,,2018,NEW YORK CHAPTER TRUSTEE,BOARD,PETER,GOETTLER,,,,,135661935,TRUE,57540c7c-70cb-455b-8c92-b4dd7f249e65,J9000,OTHER SINGLE-ISSUE OR IDEOLOGICAL GROUPS,IDEOLOGICAL/SINGLE-ISSUE,FALSE
STINA,GUIDESTAR,https://www.cato.org/people/david-boaz,YES,DAVID BOAZ,CATO INSTITUTE,TRUE,,2018,Executive Vice President,MANAGEMENT,DAVID,BOAZ,,,,,237432162,TRUE,7ad580d9-c224-4e40-997b-9927d9451551,J9000,OTHER SINGLE-ISSUE OR IDEOLOGICAL GROUPS,IDEOLOGICAL/SINGLE-ISSUE,FALSE
STINA,ZOOM PEOPLE INFORMATION,https://www.nndb.com/org/655/000051502/,YES,DAVID BOAZ,NATIONAL ORGANIZATION FOR THE REFORM OF MARIJUANA LAWS,FALSE,,2018,ADVISORY BOARD MEMBER,BOARD,DAVID,BOAZ,S,,MR,,52-0909444,TRUE,7ad580d9-c224-4e40-997b-9927d9451551,J9000,OTHER SINGLE-ISSUE OR IDEOLOGICAL GROUPS,IDEOLOGICAL/SINGLE-ISSUE,FALSE
STINA,GUIDESTAR,LINKEDIN,YES,JON HEIMERMAN,CATO INSTITUTE,TRUE,,2018,VP/Chief Admin. Officer,MANAGEMENT,JON,HEIMERMAN,,,,,237432162,FALSE,9543a62c-4bd9-43bc-9c0f-6a64c9711af7,J9000,OTHER SINGLE-ISSUE OR IDEOLOGICAL GROUPS,IDEOLOGICAL/SINGLE-ISSUE,FALSE
STINA,GUIDESTAR,,YES,ELIZABETH SANTOS,CATO INSTITUTE,TRUE,,2018,Secretary,BOARD,ELIZABETH,SANTOS,,,,,237432162,FALSE,12434b99-9701-408f-bcc0-01e841ae2407,J9000,OTHER SINGLE-ISSUE OR IDEOLOGICAL GROUPS,IDEOLOGICAL/SINGLE-ISSUE,FALSE
STINA,GUIDESTAR,https://www.cato.org/board-of-directors,YES,DAVID HUMPHREYS,CATO INSTITUTE,TRUE,,2018,Director,BOARD,DAVID,HUMPHREYS,,,,,237432162,TRUE,dbde4524-3dc0-4141-b8a0-5a4c6a6e335d,J9000,OTHER SINGLE-ISSUE OR IDEOLOGICAL GROUPS,IDEOLOGICAL/SINGLE-ISSUE,FALSE
STINA,GUIDESTAR,PROPUBLICA,YES,DAVID C. HUMPHREYS,J. P. HUMPHREYS FOUNDATION,FALSE,,2018,SECRETARY/TREASURER,BOARD,DAVID,HUMPHREYS,C,,,,431244445,TRUE,e8ac608b-069e-4cd2-83f5-af9972fd788a,X4100,NON-PROFIT FOUNDATIONS,OTHER,FALSE
STINA,GUIDESTAR,PROPUBLICA,YES,DAVID C. HUMPHREYS,E. L. CRAIG FOUNDATION,FALSE,,2018,SECRETARY/TREASURER,BOARD,DAVID,HUMPHREYS,C,,,,446015127,TRUE,e8ac608b-069e-4cd2-83f5-af9972fd788a,X4100,NON-PROFIT FOUNDATIONS,OTHER,FALSE
STINA,GUIDESTAR,https://www.acton.org/about/our-team,YES,DAVID HUMPHREYS,ACTON INSTITUTE FOR THE STUDY OF RELIGION AND LIBERTY,TRUE,,2018,Chairman,BOARD,DAVID,HUMPHREYS,,,,,382926822,TRUE,e8ac608b-069e-4cd2-83f5-af9972fd788a,J9000,OTHER SINGLE-ISSUE OR IDEOLOGICAL GROUPS,IDEOLOGICAL/SINGLE-ISSUE,FALSE
STINA,LINKEDIN,https://www.cato.org/board-of-directors,YES,DAVID HUMPHREYS,TAMKO BUILDING PRODUCTS INC,FALSE,,2018,PRESIDENT AND CEO,"BOARD, MANAGEMENT",DAVID,HUMPHREYS,,,,,44-0502367,TRUE,e8ac608b-069e-4cd2-83f5-af9972fd788a,B5000,BUILDING MATERIALS,CONSTRUCTION,FALSE
STINA,GUIDESTAR,ORBIS,YES,DONALD G. SMITH,CATO INSTITUTE,TRUE,,2018,Director,BOARD,DONALD,SMITH,G,,MR,,237432162,TRUE,e8ac608b-069e-4cd2-83f5-af9972fd788a,J9000,OTHER SINGLE-ISSUE OR IDEOLOGICAL GROUPS,IDEOLOGICAL/SINGLE-ISSUE,FALSE
STINA,https://www.cato.org/blog/remembering-don-smith,https://www.donaldsmithandco.com/about-us,YES,DONALD G. SMITH,DONALD SMITH & CO,FALSE,,2018,FOUNDER,"BOARD, MANAGEMENT",DONALD,SMITH,G,,MR,,132807845,TRUE,e8ac608b-069e-4cd2-83f5-af9972fd788a,F2600,PRIVATE EQUITY & INVESTMENT FIRMS,"FINANCE, INSURANCE, AND REAL ESTATE",FALSE
